image_path,plate_id,plate_number,province,first_line_bbox,second_line_bbox
plate-13.png,แหน,52,ประจวบคีรีขันธ์,"[(119, 0), (337, 0), (337, 130), (119, 130)]","[(116, 130), (350, 130), (350, 467), (116, 467)]"
plate-14.png,มุกดา,17,ประจวบคีรีขันธ์,"[(107, 0), (349, 0), (349, 130), (107, 130)]","[(116, 130), (350, 130), (350, 467), (116, 467)]"
plate-15.png,ทวง,87,ชัยภูมิ,"[(122, 0), (335, 0), (335, 130), (122, 130)]","[(189, 130), (278, 130), (278, 467), (189, 467)]"
plate-16.png,กระออม,73,อุบลราชธานี,"[(65, 0), (392, 0), (392, 130), (65, 130)]","[(136, 130), (330, 130), (330, 467), (136, 467)]"
plate-17.png,สำรอก,07,ฉะเชิงเทรา,"[(83, 0), (373, 0), (373, 130), (83, 130)]","[(152, 130), (315, 130), (315, 467), (152, 467)]"
plate-18.png,เบน,452,สมุทรสาคร,"[(109, 0), (347, 0), (347, 130), (109, 130)]","[(147, 130), (320, 130), (320, 467), (147, 467)]"
plate-19.png,นารี,2347,มุกดาหาร,"[(85, 0), (372, 0), (372, 130), (85, 130)]","[(158, 130), (308, 130), (308, 467), (158, 467)]"
plate-20.png,พินาศ,640,เชียงใหม่,"[(80, 0), (377, 0), (377, 130), (80, 130)]","[(167, 130), (300, 130), (300, 467), (167, 467)]"
plate-21.png,ขบวน,20,สมุทรสาคร,"[(101, 0), (356, 0), (356, 130), (101, 130)]","[(147, 130), (320, 130), (320, 467), (147, 467)]"
plate-22.png,อัคร,234,ศรีสะเกษ,"[(102, 0), (354, 0), (354, 130), (102, 130)]","[(164, 130), (302, 130), (302, 467), (164, 467)]"
plate-23.png,จำเจ,2607,ยะลา,"[(78, 0), (379, 0), (379, 130), (78, 130)]","[(193, 130), (274, 130), (274, 467), (193, 467)]"
plate-24.png,ปน,30,สระบุรี,"[(136, 0), (320, 0), (320, 130), (136, 130)]","[(182, 130), (284, 130), (284, 467), (182, 467)]"
plate-25.png,ฉงาย,405,นราธิวาส,"[(83, 0), (374, 0), (374, 130), (83, 130)]","[(160, 130), (306, 130), (306, 467), (160, 467)]"
plate-26.png,หาก,4,แพร่,"[(140, 0), (316, 0), (316, 130), (140, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-27.png,ชลี,6783,ยโสธร,"[(102, 0), (354, 0), (354, 130), (102, 130)]","[(182, 130), (285, 130), (285, 467), (182, 467)]"
plate-28.png,รด,504,ปทุมธานี,"[(123, 0), (334, 0), (334, 130), (123, 130)]","[(165, 130), (301, 130), (301, 467), (165, 467)]"
plate-29.png,ร้อง,376,เชียงใหม่,"[(105, 0), (351, 0), (351, 130), (105, 130)]","[(167, 130), (300, 130), (300, 467), (167, 467)]"
plate-30.png,มหิ,7836,ยโสธร,"[(99, 0), (358, 0), (358, 130), (99, 130)]","[(182, 130), (285, 130), (285, 467), (182, 467)]"
plate-31.png,ดำฤษณา,835,ชัยภูมิ,"[(31, 0), (425, 0), (425, 130), (31, 130)]","[(189, 130), (278, 130), (278, 467), (189, 467)]"
plate-32.png,ไมตรี,53,สุราษฎร์ธานี,"[(107, 0), (349, 0), (349, 130), (107, 130)]","[(137, 130), (330, 130), (330, 467), (137, 467)]"
plate-33.png,จุมพล,3217,เพชรบูรณ์,"[(66, 0), (390, 0), (390, 130), (66, 130)]","[(157, 130), (309, 130), (309, 467), (157, 467)]"
plate-34.png,ป้าย,8014,นครนายก,"[(88, 0), (369, 0), (369, 130), (88, 130)]","[(155, 130), (311, 130), (311, 467), (155, 467)]"
plate-35.png,คราบ,5,ร้อยเอ็ด,"[(122, 0), (334, 0), (334, 130), (122, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-36.png,โหน,7204,นครศรีธรรมราช,"[(85, 0), (372, 0), (372, 130), (85, 130)]","[(106, 130), (360, 130), (360, 467), (106, 467)]"
plate-37.png,บัดซบ,81,บึงกาฬ,"[(105, 0), (352, 0), (352, 130), (105, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-38.png,ตระกอง,3061,ชัยภูมิ,"[(38, 0), (419, 0), (419, 130), (38, 130)]","[(189, 130), (278, 130), (278, 467), (189, 467)]"
plate-39.png,พึ่ง,0129,นครศรีธรรมราช,"[(110, 0), (347, 0), (347, 130), (110, 130)]","[(106, 130), (360, 130), (360, 467), (106, 467)]"
plate-40.png,กระติบ,52,อำนาจเจริญ,"[(86, 0), (371, 0), (371, 130), (86, 130)]","[(138, 130), (329, 130), (329, 467), (138, 467)]"
plate-41.png,อิน,0784,บึงกาฬ,"[(98, 0), (358, 0), (358, 130), (98, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-42.png,เสพย์,07,พิจิตร,"[(108, 0), (349, 0), (349, 130), (108, 130)]","[(189, 130), (277, 130), (277, 467), (189, 467)]"
plate-43.png,ขะโมย,6874,แม่ฮ่องสอน,"[(53, 0), (404, 0), (404, 130), (53, 130)]","[(144, 130), (322, 130), (322, 467), (144, 467)]"
plate-44.png,ตบะ,3487,นราธิวาส,"[(84, 0), (373, 0), (373, 130), (84, 130)]","[(160, 130), (306, 130), (306, 467), (160, 467)]"
plate-45.png,บรรทม,27,กำแพงเพชร,"[(81, 0), (376, 0), (376, 130), (81, 130)]","[(143, 130), (324, 130), (324, 467), (143, 467)]"
plate-46.png,ซอมซ่อ,378,กาฬสินธุ์,"[(61, 0), (395, 0), (395, 130), (61, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-47.png,สาร์ท,26,เชียงราย,"[(105, 0), (352, 0), (352, 130), (105, 130)]","[(166, 130), (300, 130), (300, 467), (166, 467)]"
plate-48.png,บุณย์,2653,สระแก้ว,"[(69, 0), (387, 0), (387, 130), (69, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-49.png,ค่อ,2,ชัยนาท,"[(158, 0), (298, 0), (298, 130), (158, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-50.png,เคร่ง,84,ลำพูน,"[(115, 0), (342, 0), (342, 130), (115, 130)]","[(188, 130), (279, 130), (279, 467), (188, 467)]"
plate-51.png,สูด,1026,แพร่,"[(109, 0), (347, 0), (347, 130), (109, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-52.png,ขบขัน,153,ชัยภูมิ,"[(89, 0), (368, 0), (368, 130), (89, 130)]","[(189, 130), (278, 130), (278, 467), (189, 467)]"
plate-53.png,ถึก,1043,เพชรบุรี,"[(107, 0), (349, 0), (349, 130), (107, 130)]","[(174, 130), (292, 130), (292, 467), (174, 467)]"
plate-54.png,มอง,8270,น่าน,"[(81, 0), (375, 0), (375, 130), (81, 130)]","[(200, 130), (267, 130), (267, 467), (200, 467)]"
plate-55.png,กระซิก,17,ลพบุรี,"[(96, 0), (361, 0), (361, 130), (96, 130)]","[(188, 130), (279, 130), (279, 467), (188, 467)]"
plate-56.png,ปรีชา,40,ขอนแก่น,"[(105, 0), (351, 0), (351, 130), (105, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-57.png,เชี่ยน,6,อำนาจเจริญ,"[(130, 0), (326, 0), (326, 130), (130, 130)]","[(138, 130), (329, 130), (329, 467), (138, 467)]"
plate-58.png,จน,4830,กรุงเทพมหานคร,"[(100, 0), (356, 0), (356, 130), (100, 130)]","[(107, 130), (359, 130), (359, 467), (107, 467)]"
plate-59.png,อุ่น,7265,กาฬสินธุ์,"[(100, 0), (356, 0), (356, 130), (100, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-60.png,มคธ,7,กาฬสินธุ์,"[(138, 0), (319, 0), (319, 130), (138, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-61.png,กร่าง,23,พะเยา,"[(107, 0), (350, 0), (350, 130), (107, 130)]","[(187, 130), (279, 130), (279, 467), (187, 467)]"
plate-62.png,ปี,0126,ลพบุรี,"[(128, 0), (329, 0), (329, 130), (128, 130)]","[(188, 130), (279, 130), (279, 467), (188, 467)]"
plate-63.png,พรุ่ง,7236,พัทลุง,"[(85, 0), (372, 0), (372, 130), (85, 130)]","[(188, 130), (278, 130), (278, 467), (188, 467)]"
plate-64.png,ตามพะ,561,ภูเก็ต,"[(73, 0), (383, 0), (383, 130), (73, 130)]","[(194, 130), (273, 130), (273, 467), (194, 467)]"
plate-65.png,เจ,1680,น่าน,"[(121, 0), (336, 0), (336, 130), (121, 130)]","[(200, 130), (267, 130), (267, 467), (200, 467)]"
plate-66.png,ดาวบส,6425,พิษณุโลก,"[(46, 0), (411, 0), (411, 130), (46, 130)]","[(161, 130), (305, 130), (305, 467), (161, 467)]"
plate-67.png,เพิง,165,นครนายก,"[(120, 0), (336, 0), (336, 130), (120, 130)]","[(155, 130), (311, 130), (311, 467), (155, 467)]"
plate-68.png,วัติ,6137,เพชรบูรณ์,"[(110, 0), (346, 0), (346, 130), (110, 130)]","[(157, 130), (309, 130), (309, 467), (157, 467)]"
plate-69.png,จอบ,27,สตูล,"[(119, 0), (337, 0), (337, 130), (119, 130)]","[(199, 130), (267, 130), (267, 467), (199, 467)]"
plate-70.png,หวะ,487,สมุทรสงคราม,"[(106, 0), (350, 0), (350, 130), (106, 130)]","[(126, 130), (341, 130), (341, 467), (126, 467)]"
plate-71.png,นง,50,พะเยา,"[(141, 0), (316, 0), (316, 130), (141, 130)]","[(187, 130), (279, 130), (279, 467), (187, 467)]"
plate-72.png,พลอด,1,มุกดาหาร,"[(123, 0), (334, 0), (334, 130), (123, 130)]","[(158, 130), (308, 130), (308, 467), (158, 467)]"
plate-73.png,ราม,03,ปทุมธานี,"[(123, 0), (333, 0), (333, 130), (123, 130)]","[(165, 130), (301, 130), (301, 467), (165, 467)]"
plate-74.png,พท,1,อุทัยธานี,"[(163, 0), (294, 0), (294, 130), (163, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-75.png,อือ,751,สุรินทร์,"[(127, 0), (330, 0), (330, 130), (127, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-76.png,บท,852,นครพนม,"[(117, 0), (339, 0), (339, 130), (117, 130)]","[(164, 130), (302, 130), (302, 467), (164, 467)]"
plate-77.png,ปาด,8374,สุรินทร์,"[(81, 0), (376, 0), (376, 130), (81, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-78.png,ทข,6371,สระแก้ว,"[(109, 0), (347, 0), (347, 130), (109, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-79.png,โรค,487,อุบลราชธานี,"[(108, 0), (349, 0), (349, 130), (108, 130)]","[(136, 130), (330, 130), (330, 467), (136, 467)]"
plate-80.png,คลัง,0382,ชุมพร,"[(82, 0), (375, 0), (375, 130), (82, 130)]","[(190, 130), (277, 130), (277, 467), (190, 467)]"
plate-81.png,สะอิ้ง,8,สมุทรปราการ,"[(126, 0), (330, 0), (330, 130), (126, 130)]","[(126, 130), (340, 130), (340, 467), (126, 467)]"
plate-82.png,พืด,50,พิษณุโลก,"[(137, 0), (319, 0), (319, 130), (137, 130)]","[(161, 130), (305, 130), (305, 467), (161, 467)]"
plate-83.png,ยุทธนา,1853,กำแพงเพชร,"[(47, 0), (410, 0), (410, 130), (47, 130)]","[(143, 130), (324, 130), (324, 467), (143, 467)]"
plate-84.png,สุกร,271,นครราชสีมา,"[(110, 0), (346, 0), (346, 130), (110, 130)]","[(138, 130), (328, 130), (328, 467), (138, 467)]"
plate-85.png,มุ่ง,031,ชุมพร,"[(129, 0), (328, 0), (328, 130), (129, 130)]","[(190, 130), (277, 130), (277, 467), (190, 467)]"
plate-86.png,จ้อ,5871,กรุงเทพมหานคร,"[(109, 0), (348, 0), (348, 130), (109, 130)]","[(107, 130), (359, 130), (359, 467), (107, 467)]"
plate-87.png,ไป,845,หนองบัวลำภู,"[(125, 0), (331, 0), (331, 130), (125, 130)]","[(134, 130), (333, 130), (333, 467), (134, 467)]"
plate-88.png,สงบ,6,ตราด,"[(141, 0), (315, 0), (315, 130), (141, 130)]","[(191, 130), (276, 130), (276, 467), (191, 467)]"
plate-89.png,ซิ่น,27,นครสวรรค์,"[(140, 0), (316, 0), (316, 130), (140, 130)]","[(147, 130), (319, 130), (319, 467), (147, 467)]"
plate-90.png,เฉก,31,นครศรีธรรมราช,"[(135, 0), (321, 0), (321, 130), (135, 130)]","[(106, 130), (360, 130), (360, 467), (106, 467)]"
plate-91.png,ขอก,63,กาญจนบุรี,"[(121, 0), (335, 0), (335, 130), (121, 130)]","[(151, 130), (315, 130), (315, 467), (151, 467)]"
plate-92.png,แหลน,46,กรุงเทพมหานคร,"[(99, 0), (357, 0), (357, 130), (99, 130)]","[(107, 130), (359, 130), (359, 467), (107, 467)]"
plate-93.png,เขมือบ,4285,สิงห์บุรี,"[(51, 0), (405, 0), (405, 130), (51, 130)]","[(179, 130), (287, 130), (287, 467), (179, 467)]"
plate-94.png,สู่,4,จันทบุรี,"[(180, 0), (277, 0), (277, 130), (180, 130)]","[(177, 130), (290, 130), (290, 467), (177, 467)]"
plate-95.png,ถุง,740,ปทุมธานี,"[(122, 0), (334, 0), (334, 130), (122, 130)]","[(165, 130), (301, 130), (301, 467), (165, 467)]"
plate-96.png,พจ,26,ชลบุรี,"[(140, 0), (316, 0), (316, 130), (140, 130)]","[(190, 130), (277, 130), (277, 467), (190, 467)]"
plate-97.png,อัคคะ,681,สระแก้ว,"[(92, 0), (365, 0), (365, 130), (92, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-98.png,สลด,632,มุกดาหาร,"[(101, 0), (356, 0), (356, 130), (101, 130)]","[(158, 130), (308, 130), (308, 467), (158, 467)]"
plate-99.png,ตำรวจ,387,ชัยนาท,"[(67, 0), (390, 0), (390, 130), (67, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-100.png,รวน,706,พังงา,"[(104, 0), (353, 0), (353, 130), (104, 130)]","[(193, 130), (274, 130), (274, 467), (193, 467)]"
plate-101.png,ทิพ,5814,ยะลา,"[(105, 0), (352, 0), (352, 130), (105, 130)]","[(193, 130), (274, 130), (274, 467), (193, 467)]"
plate-102.png,นิตย์,50,สตูล,"[(117, 0), (340, 0), (340, 130), (117, 130)]","[(199, 130), (267, 130), (267, 467), (199, 467)]"
plate-103.png,ถุง,327,พิษณุโลก,"[(122, 0), (334, 0), (334, 130), (122, 130)]","[(161, 130), (305, 130), (305, 467), (161, 467)]"
plate-104.png,พิหาร,6038,นครสวรรค์,"[(63, 0), (394, 0), (394, 130), (63, 130)]","[(147, 130), (319, 130), (319, 467), (147, 467)]"
plate-105.png,ทำลาย,347,สกลนคร,"[(62, 0), (395, 0), (395, 130), (62, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-106.png,แหบ,308,ชัยภูมิ,"[(98, 0), (358, 0), (358, 130), (98, 130)]","[(189, 130), (278, 130), (278, 467), (189, 467)]"
plate-107.png,เวสาลี,0427,ตาก,"[(57, 0), (400, 0), (400, 130), (57, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-108.png,มั่ว,3704,เพชรบุรี,"[(102, 0), (355, 0), (355, 130), (102, 130)]","[(174, 130), (292, 130), (292, 467), (174, 467)]"
plate-109.png,ทำนอง,680,เลย,"[(61, 0), (395, 0), (395, 130), (61, 130)]","[(205, 130), (261, 130), (261, 467), (205, 467)]"
plate-110.png,จำกัด,4,อำนาจเจริญ,"[(122, 0), (335, 0), (335, 130), (122, 130)]","[(138, 130), (329, 130), (329, 467), (138, 467)]"
plate-111.png,ดื้อ,751,ศรีสะเกษ,"[(127, 0), (330, 0), (330, 130), (127, 130)]","[(164, 130), (302, 130), (302, 467), (164, 467)]"
plate-112.png,ก๊อ,4,สิงห์บุรี,"[(158, 0), (298, 0), (298, 130), (158, 130)]","[(179, 130), (287, 130), (287, 467), (179, 467)]"
plate-113.png,ก่ำ,238,สกลนคร,"[(121, 0), (335, 0), (335, 130), (121, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-114.png,ฆ่า,7260,แพร่,"[(103, 0), (353, 0), (353, 130), (103, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-115.png,ตะไคร้,0316,ร้อยเอ็ด,"[(62, 0), (394, 0), (394, 130), (62, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-116.png,ไย,7062,สุราษฎร์ธานี,"[(107, 0), (349, 0), (349, 130), (107, 130)]","[(137, 130), (330, 130), (330, 467), (137, 467)]"
plate-117.png,สวด,6784,กรุงเทพมหานคร,"[(83, 0), (373, 0), (373, 130), (83, 130)]","[(107, 130), (359, 130), (359, 467), (107, 467)]"
plate-118.png,ไป,36,ชัยนาท,"[(145, 0), (311, 0), (311, 130), (145, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-119.png,นมนาน,205,ชุมพร,"[(58, 0), (399, 0), (399, 130), (58, 130)]","[(190, 130), (277, 130), (277, 467), (190, 467)]"
plate-120.png,พจนา,54,นนทบุรี,"[(101, 0), (356, 0), (356, 130), (101, 130)]","[(175, 130), (291, 130), (291, 467), (175, 467)]"
plate-121.png,จะเข้,246,อ่างทอง,"[(102, 0), (355, 0), (355, 130), (102, 130)]","[(170, 130), (297, 130), (297, 467), (170, 467)]"
plate-122.png,เคารพ,0428,ขอนแก่น,"[(54, 0), (402, 0), (402, 130), (54, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-123.png,ผอูน,025,ปัตตานี,"[(97, 0), (359, 0), (359, 130), (97, 130)]","[(177, 130), (290, 130), (290, 467), (177, 467)]"
plate-124.png,ธาตรี,24,เพชรบูรณ์,"[(105, 0), (351, 0), (351, 130), (105, 130)]","[(157, 130), (309, 130), (309, 467), (157, 467)]"
plate-125.png,งง,2,เพชรบุรี,"[(164, 0), (292, 0), (292, 130), (164, 130)]","[(174, 130), (292, 130), (292, 467), (174, 467)]"
plate-126.png,เล็ก,246,ร้อยเอ็ด,"[(112, 0), (345, 0), (345, 130), (112, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-127.png,จังงัง,0376,สุรินทร์,"[(70, 0), (386, 0), (386, 130), (70, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-128.png,ตะพาย,136,ร้อยเอ็ด,"[(73, 0), (384, 0), (384, 130), (73, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-129.png,เทพี,12,ยโสธร,"[(135, 0), (322, 0), (322, 130), (135, 130)]","[(182, 130), (285, 130), (285, 467), (182, 467)]"
plate-130.png,ขลุบ,8230,สุราษฎร์ธานี,"[(80, 0), (376, 0), (376, 130), (80, 130)]","[(137, 130), (330, 130), (330, 467), (137, 467)]"
plate-131.png,ตบ,6705,หนองบัวลำภู,"[(100, 0), (357, 0), (357, 130), (100, 130)]","[(134, 130), (333, 130), (333, 467), (134, 467)]"
plate-132.png,ถาก,17,อุตรดิตถ์,"[(128, 0), (328, 0), (328, 130), (128, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-133.png,ปลอม,1465,ประจวบคีรีขันธ์,"[(66, 0), (390, 0), (390, 130), (66, 130)]","[(116, 130), (350, 130), (350, 467), (116, 467)]"
plate-134.png,นิทรา,4017,นครพนม,"[(70, 0), (386, 0), (386, 130), (70, 130)]","[(164, 130), (302, 130), (302, 467), (164, 467)]"
plate-135.png,ใส,124,กำแพงเพชร,"[(135, 0), (321, 0), (321, 130), (135, 130)]","[(143, 130), (324, 130), (324, 467), (143, 467)]"
plate-136.png,ซุ่ม,2468,ปราจีนบุรี,"[(103, 0), (354, 0), (354, 130), (103, 130)]","[(157, 130), (309, 130), (309, 467), (157, 467)]"
plate-137.png,ทะนุ,5,สตูล,"[(142, 0), (315, 0), (315, 130), (142, 130)]","[(199, 130), (267, 130), (267, 467), (199, 467)]"
plate-138.png,กายา,162,พะเยา,"[(92, 0), (364, 0), (364, 130), (92, 130)]","[(187, 130), (279, 130), (279, 467), (187, 467)]"
plate-139.png,เว้น,203,มุกดาหาร,"[(112, 0), (345, 0), (345, 130), (112, 130)]","[(158, 130), (308, 130), (308, 467), (158, 467)]"
plate-140.png,บ้าย,0742,ประจวบคีรีขันธ์,"[(81, 0), (375, 0), (375, 130), (81, 130)]","[(116, 130), (350, 130), (350, 467), (116, 467)]"
plate-141.png,กระจาด,763,บึงกาฬ,"[(52, 0), (405, 0), (405, 130), (52, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-142.png,เหยือก,053,กาฬสินธุ์,"[(68, 0), (388, 0), (388, 130), (68, 130)]","[(166, 130), (301, 130), (301, 467), (166, 467)]"
plate-143.png,นาก,14,บึงกาฬ,"[(128, 0), (329, 0), (329, 130), (128, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-144.png,ชงฆ์,138,ตาก,"[(110, 0), (346, 0), (346, 130), (110, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-145.png,พะวง,3,พัทลุง,"[(127, 0), (330, 0), (330, 130), (127, 130)]","[(188, 130), (278, 130), (278, 467), (188, 467)]"
plate-146.png,ชาตา,4,สุรินทร์,"[(126, 0), (331, 0), (331, 130), (126, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-147.png,ซั้น,8027,สมุทรปราการ,"[(101, 0), (356, 0), (356, 130), (101, 130)]","[(126, 130), (340, 130), (340, 467), (126, 467)]"
plate-148.png,สังคม,7328,แม่ฮ่องสอน,"[(62, 0), (395, 0), (395, 130), (62, 130)]","[(144, 130), (322, 130), (322, 467), (144, 467)]"
plate-149.png,อนุโลม,2067,สมุทรสาคร,"[(44, 0), (412, 0), (412, 130), (44, 130)]","[(147, 130), (320, 130), (320, 467), (147, 467)]"
plate-150.png,น่อง,8,พระนครศรีอยุธยา,"[(139, 0), (318, 0), (318, 130), (139, 130)]","[(93, 130), (373, 130), (373, 467), (93, 467)]"
plate-151.png,ท่อง,014,กาญจนบุรี,"[(108, 0), (348, 0), (348, 130), (108, 130)]","[(151, 130), (315, 130), (315, 467), (151, 467)]"
plate-152.png,เยื้อน,413,พะเยา,"[(96, 0), (361, 0), (361, 130), (96, 130)]","[(187, 130), (279, 130), (279, 467), (187, 467)]"
plate-153.png,สมาส,0,สตูล,"[(121, 0), (335, 0), (335, 130), (121, 130)]","[(199, 130), (267, 130), (267, 467), (199, 467)]"
plate-154.png,ลำบาก,180,เพชรบุรี,"[(69, 0), (388, 0), (388, 130), (69, 130)]","[(174, 130), (292, 130), (292, 467), (174, 467)]"
plate-155.png,บุษบก,8623,กาญจนบุรี,"[(56, 0), (400, 0), (400, 130), (56, 130)]","[(151, 130), (315, 130), (315, 467), (151, 467)]"
plate-156.png,ทวี,7,พังงา,"[(159, 0), (297, 0), (297, 130), (159, 130)]","[(193, 130), (274, 130), (274, 467), (193, 467)]"
plate-157.png,บุคคล,8907,นราธิวาส,"[(58, 0), (399, 0), (399, 130), (58, 130)]","[(160, 130), (306, 130), (306, 467), (160, 467)]"
plate-158.png,แปร่ง,1,ปทุมธานี,"[(131, 0), (325, 0), (325, 130), (131, 130)]","[(165, 130), (301, 130), (301, 467), (165, 467)]"
plate-159.png,ต่าง,8043,มุกดาหาร,"[(85, 0), (372, 0), (372, 130), (85, 130)]","[(158, 130), (308, 130), (308, 467), (158, 467)]"
plate-160.png,เมฆา,54,อำนาจเจริญ,"[(112, 0), (345, 0), (345, 130), (112, 130)]","[(138, 130), (329, 130), (329, 467), (138, 467)]"
plate-161.png,ชฎิล,3459,ราชบุรี,"[(83, 0), (373, 0), (373, 130), (83, 130)]","[(182, 130), (285, 130), (285, 467), (182, 467)]"
plate-162.png,สอน,42,แพร่,"[(119, 0), (338, 0), (338, 130), (119, 130)]","[(201, 130), (266, 130), (266, 467), (201, 467)]"
plate-163.png,ไกล่,8906,อุบลราชธานี,"[(87, 0), (369, 0), (369, 130), (87, 130)]","[(136, 130), (330, 130), (330, 467), (136, 467)]"
plate-164.png,ตะบึง,5,สระแก้ว,"[(125, 0), (331, 0), (331, 130), (125, 130)]","[(172, 130), (294, 130), (294, 467), (172, 467)]"
plate-165.png,หงอ,32,ยะลา,"[(121, 0), (336, 0), (336, 130), (121, 130)]","[(193, 130), (274, 130), (274, 467), (193, 467)]"
plate-166.png,ญาติ,5,ศรีสะเกษ,"[(132, 0), (325, 0), (325, 130), (132, 130)]","[(164, 130), (302, 130), (302, 467), (164, 467)]"
plate-167.png,เฮอ,073,นราธิวาส,"[(110, 0), (347, 0), (347, 130), (110, 130)]","[(160, 130), (306, 130), (306, 467), (160, 467)]"
plate-168.png,มะกา,0783,บุรีรัมย์,"[(66, 0), (390, 0), (390, 130), (66, 130)]","[(178, 130), (288, 130), (288, 467), (178, 467)]"
plate-169.png,เอ้,0,สมุทรปราการ,"[(169, 0), (287, 0), (287, 130), (169, 130)]","[(126, 130), (340, 130), (340, 467), (126, 467)]"
plate-170.png,หนู,7850,นครราชสีมา,"[(98, 0), (359, 0), (359, 130), (98, 130)]","[(138, 130), (328, 130), (328, 467), (138, 467)]"
plate-171.png,วิหาร,71,แม่ฮ่องสอน,"[(113, 0), (344, 0), (344, 130), (113, 130)]","[(144, 130), (322, 130), (322, 467), (144, 467)]"
plate-172.png,ถาง,562,ตรัง,"[(106, 0), (350, 0), (350, 130), (106, 130)]","[(202, 130), (264, 130), (264, 467), (202, 467)]"
plate-173.png,แหว่ง,4,ระยอง,"[(124, 0), (332, 0), (332, 130), (124, 130)]","[(183, 130), (284, 130), (284, 467), (183, 467)]"
