image_path,plate_id,plate_number,province,first_line_bbox,second_line_bbox
plate-19.png,โบ,05,ปทุมธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-20.png,การก,34,สกลนคร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-21.png,โหร,1,ระนอง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-22.png,มะโรง,5,สตูล,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-23.png,เธียร,385,นครพนม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-24.png,เงี้ยว,613,บุรีรัมย์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-25.png,มหิดล,1,สุราษฎร์ธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-26.png,ขจร,253,สมุทรปราการ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-27.png,กระฎี,63,สกลนคร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-28.png,ก่าย,7326,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-29.png,พรรษา,612,เชียงใหม่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-30.png,ตัง,26,หนองคาย,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-31.png,มหิ,9018,ราชบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-32.png,อลเวง,580,ฉะเชิงเทรา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-33.png,รามา,6324,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-34.png,สมัย,138,อุดรธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-35.png,เกลือก,0527,น่าน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-36.png,จำแนก,1,สตูล,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-37.png,รย,4,ลำพูน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-38.png,คลั่ก,1564,สิงห์บุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-39.png,เมามาย,3410,ภูเก็ต,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-40.png,กลด,276,อุบลราชธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-41.png,เขย่า,4568,พะเยา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-42.png,เนอ,4,ขอนแก่น,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-43.png,มารดา,743,นครราชสีมา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-44.png,ตลอด,4560,ลำปาง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-45.png,ทักข์,0,สมุทรสาคร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-46.png,ฟอน,5,นครราชสีมา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-47.png,พรหมา,023,ร้อยเอ็ด,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-48.png,แต่,136,เพชรบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-49.png,ด้าว,580,พิจิตร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-50.png,เขียว,17,ตราด,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-51.png,ผม,0,มหาสารคาม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-52.png,ทุเลา,3520,น่าน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-53.png,สรณะ,64,แม่ฮ่องสอน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-54.png,บง,40,มุกดาหาร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-55.png,จะเข้,68,ยโสธร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-56.png,โพลน,628,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-57.png,จก,43,ชัยภูมิ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-58.png,สำรอก,135,ลำปาง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-59.png,ไถ่,5347,มหาสารคาม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-60.png,สกุณ,876,กำแพงเพชร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-61.png,เสฐียร,0124,สระบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-62.png,สิงโต,6145,ปัตตานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-63.png,ชอ่ำ,2349,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-64.png,กล่อน,6745,กำแพงเพชร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-65.png,คีบ,0,ยะลา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-66.png,เนือง,1,นครสวรรค์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-67.png,พัสดุ,854,ปราจีนบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-68.png,เหือด,4,ระนอง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-69.png,สำนึก,6789,อุดรธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-70.png,พริ้ง,26,ตรัง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-71.png,แผก,236,ฉะเชิงเทรา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-72.png,วิโยค,671,นนทบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-73.png,ป้า,435,ปราจีนบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-74.png,ครั้ง,70,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-75.png,ตุ,3804,สุรินทร์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-76.png,เป็น,716,เชียงราย,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-77.png,จุ๊บ,502,อุทัยธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-78.png,แกลน,6751,นครราชสีมา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-79.png,ปิฎก,03,ลพบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-80.png,ปาน,085,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-81.png,หมึก,3,ระนอง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-82.png,เจตสิก,263,อำนาจเจริญ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-83.png,คล่อง,024,อุทัยธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-84.png,ประชด,4126,ลำพูน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-85.png,มาบ,7163,มหาสารคาม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-86.png,ขรัว,6452,สมุทรปราการ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-87.png,จก,28,ตรัง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-88.png,พุ่ง,743,ลพบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-89.png,ล้อม,1043,สุราษฎร์ธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-90.png,พรหม,1062,อุดรธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-91.png,บันลือ,63,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-92.png,ปั่น,64,หนองบัวลำภู,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-93.png,ตัด,0624,ร้อยเอ็ด,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-94.png,แคนซัส,6851,อุบลราชธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-95.png,ยับ,730,ตราด,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-96.png,เค้น,4735,พระนครศรีอยุธยา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-97.png,ปกติ,208,มุกดาหาร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-98.png,ส่า,81,พิษณุโลก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-99.png,รก,214,นนทบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-100.png,พลัน,50,ระนอง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-101.png,สโมสร,5167,ตาก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-102.png,สัปคับ,6,สมุทรปราการ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-103.png,ปัยกา,7514,มหาสารคาม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-104.png,บำบวง,628,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-105.png,อำเภอ,230,สระแก้ว,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-106.png,เล็ม,1,นครราชสีมา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-107.png,กาแฟ,264,เชียงใหม่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-108.png,สักขี,1584,ปัตตานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-109.png,ฉ่ำ,54,สิงห์บุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-110.png,ค่อย,07,ภูเก็ต,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-111.png,ทิว,3701,บึงกาฬ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-112.png,จน,461,พิจิตร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-113.png,วงศ์,305,สมุทรสงคราม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-114.png,อ้อน,8361,ตาก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-115.png,เอง,08,กาญจนบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-116.png,ทท,3620,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-117.png,เจือ,1873,ชัยภูมิ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-118.png,สลา,1082,เชียงใหม่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-119.png,โลภ,4623,สตูล,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-120.png,กำแหง,315,สงขลา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-121.png,เดิน,51,ระนอง,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-122.png,ประภาษ,43,มุกดาหาร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-123.png,วนา,327,ขอนแก่น,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-124.png,แปล้,381,ชัยนาท,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-125.png,หล่อ,560,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-126.png,จำรูญ,502,สงขลา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-127.png,เท,1360,นครพนม,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-128.png,มะเมีย,086,กำแพงเพชร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-129.png,สำอาง,012,นครศรีธรรมราช,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-130.png,สกล,2470,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-131.png,สะสวย,520,ตาก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-132.png,ฉลับ,072,เพชรบูรณ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-133.png,ท่าว,40,ปทุมธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-134.png,กระจาด,73,ขอนแก่น,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-135.png,หวด,5873,สิงห์บุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-136.png,ละลอก,1463,เชียงใหม่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-137.png,พม่า,6781,สิงห์บุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-138.png,สารถี,2763,จันทบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-139.png,จอแจ,8,เพชรบูรณ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-140.png,ธาดา,812,นครนายก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-141.png,เป้า,450,แพร่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-142.png,ระรื่น,15,นครศรีธรรมราช,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-143.png,จังๆ,308,แพร่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-144.png,รื่น,273,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-145.png,กรวย,602,มุกดาหาร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-146.png,ธรรมิก,2185,นครสวรรค์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-147.png,เลิก,01,กำแพงเพชร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-148.png,ชะเง้อ,513,ยะลา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-149.png,มวน,5127,ลำพูน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-150.png,โพง,348,อุบลราชธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-151.png,อย่าง,3104,บุรีรัมย์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-152.png,จอบ,532,ชุมพร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-153.png,สำปั้น,3065,กาญจนบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-154.png,ทั้ง,7,สุรินทร์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-155.png,รั้ง,2342,น่าน,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-156.png,กลอน,4860,ภูเก็ต,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-157.png,พิมุข,548,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-158.png,ขง,635,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-159.png,แน่,41,นนทบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-160.png,จันทร,14,ประจวบคีรีขันธ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-161.png,ซาน,536,สมุทรปราการ,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-162.png,เพชร,4056,ปัตตานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-163.png,อัชฌา,2346,สตูล,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-164.png,กอด,751,พังงา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-165.png,ปฏิกูล,1670,พิจิตร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-166.png,ล้าง,7,สุพรรณบุรี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-167.png,ฟืน,3287,กระบี่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-168.png,ลิ่ว,17,สงขลา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-169.png,เช้า,675,อุทัยธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-170.png,ปล่อย,6850,ชัยนาท,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-171.png,สังข์,4317,นครนายก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-172.png,โกย,2315,ตาก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-173.png,สัมผัส,573,สระแก้ว,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-174.png,นช,73,ฉะเชิงเทรา,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-175.png,ปราจีน,53,ภูเก็ต,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-176.png,ปบ,368,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-177.png,นท,753,พิษณุโลก,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-178.png,ภาษี,460,ปทุมธานี,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-179.png,ชข,085,เชียงใหม่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-180.png,คลั่ง,0,นราธิวาส,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-181.png,ไพศาล,72,แพร่,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-182.png,นค,6718,มุกดาหาร,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
plate-183.png,งช,750,กาฬสินธุ์,"((0, 0), (467, 0), (467, 130), (0, 130))","((0, 130), (467, 130), (467, 204), (0, 204))"
